ShotType;Competition;PlayerType;Transition;TwoLegged;Movement;Angle;Distance
layup;U16;C;0;1;no;68.93;0.86
layup;U16;C;0;1;no;52.99;0.6
above head;U16;C;0;1;no;42.83;7.25
above head;U16;C;0;1;no;79.71;2.94
layup;U16;C;0;1;no;62.05;0.55
layup;U16;C;0;1;no;37.67;1.14
layup;U16;C;0;0;dribble or cut;45.21;1.51
above head;U16;C;0;1;no;81.93;3.35
above head;U16;C;0;1;no;52.48;1.22
hook shot;U16;C;0;1;no;66.54;0.64
layup;U16;C;0;1;no;45.58;0.75
layup;U16;C;0;1;no;52.99;0.6
above head;U16;C;0;1;no;86.02;4.46
above head;U16;F;0;0;dribble or cut;6.06;1.02
above head;U16;F;0;1;no;29.54;4.56
above head;U16;F;0;1;no;69.45;7.32
above head;U16;F;0;0;dribble or cut;0;1.12
above head;U16;F;0;1;no;72.14;6.98
above head;U16;F;0;1;no;40.39;7.19
above head;U16;F;0;0;dribble or cut;38.12;1.21
above head;U16;F;0;1;no;42.25;7.33
above head;U16;F;0;1;no;6.79;7.25
above head;U16;F;0;1;no;85.46;5.27
above head;U16;F;0;1;no;1.26;7.31
above head;U16;F;0;0;dribble or cut;33.69;3.09
above head;U16;F;0;1;no;65.66;4.41
layup;U16;F;0;0;dribble or cut;20.31;0.62
above head;U16;F;0;1;no;52.1;7.6
above head;U16;F;0;1;no;6.16;3.99
above head;U16;F;0;1;no;58.57;7.41
layup;U16;F;0;0;dribble or cut;72.56;0.67
above head;U16;F;0;1;no;23.68;7.34
above head;U16;F;0;1;no;86.35;6.98
above head;U16;F;0;1;no;40.92;7.61
above head;U16;F;0;1;no;71.44;7.23
other;U16;F;0;0;dribble or cut;55.03;2.42
above head;U16;F;0;1;no;74.17;3.9
above head;U16;F;0;1;no;26.31;7.37
above head;U16;F;0;1;no;86.79;6.98
above head;U16;F;0;1;no;19.05;7.22
above head;U16;F;1;0;dribble or cut;65.66;0.88
other;U16;F;0;0;dribble or cut;5.75;1.07
above head;NBA;G;1;1;no;87.6;7.14
above head;NBA;G;0;1;no;26.06;2.6
above head;NBA;G;0;1;no;82.22;7.09
above head;NBA;G;0;1;no;31.73;7.35
above head;NBA;G;0;1;no;62.94;5.38
above head;NBA;G;0;1;no;58.72;7.26
above head;NBA;G;0;1;no;42.06;4.63
above head;NBA;G;0;1;no;60.12;7.34
above head;NBA;G;0;1;no;27.15;7.39
above head;NBA;G;0;1;no;31.87;7.42
above head;NBA;G;0;1;no;86.7;7.09
layup;NBA;G;0;1;no;46.83;0.6
above head;NBA;G;0;1;no;0.59;5.26
layup;NBA;G;0;1;no;48.09;1.02
dunk;NBA;G;0;1;no;9.22;1.7
above head;NBA;G;0;1;no;28.48;5.48
above head;NBA;G;0;1;no;7.52;2.08
layup;NBA;G;0;1;no;0;1.18
other;NBA;F;0;0;no;12.79;0.98
dunk;NBA;F;0;1;no;0;1.12
other;NBA;F;0;1;no;53.02;0.95
hook shot;NBA;F;0;1;no;7.3;0.86
above head;NBA;G;0;1;no;34.32;7.43
above head;NBA;G;0;1;no;12.62;7.48
above head;NBA;G;1;1;no;85.36;7.1
above head;NBA;F;0;1;no;33.68;5.99
other;NBA;F;0;1;no;62.39;3.38
above head;NBA;F;0;1;no;56.48;4.83
above head;NBA;F;0;1;no;32.43;5.38
above head;NBA;F;0;1;no;42.11;5.6
above head;NBA;F;1;1;no;20.8;7.51
above head;NBA;F;1;1;no;27.15;7.39
above head;NBA;F;0;1;no;38.65;6.45
above head;NBA;F;0;1;no;40.88;7.32
above head;NBA;F;0;1;no;64.1;4.72
above head;NBA;F;0;1;no;18.69;3.4
above head;NBA;F;0;1;no;64.16;5.87
above head;NBA;F;1;1;no;36.34;7.35
above head;NBA;F;0;1;no;37.36;7.45
above head;NBA;F;0;1;no;48.94;5.49
above head;NBA;F;0;1;no;67.87;6.93
above head;NBA;F;0;1;no;82.77;5.87
other;NBA;F;0;1;no;23.48;5.19
above head;NBA;F;0;1;no;10.64;5.01
above head;NBA;F;0;1;no;43.09;6.29
above head;NBA;F;0;1;no;48.5;5.52
above head;NBA;F;0;1;no;14.81;1.28
other;NBA;F;1;0;dribble or cut;12.79;0.98
above head;NBA;F;0;1;no;13.82;5.92
above head;NBA;F;0;1;no;69.58;5.75
above head;NBA;F;1;0;dribble or cut;36.37;0.92
above head;NBA;F;0;1;no;56.71;4.56
above head;NBA;F;0;0;no;72.49;1.54
above head;NBA;F;0;1;no;72.64;5.25
above head;NBA;F;0;1;no;67.87;7.23
layup;NBA;F;1;0;dribble or cut;54.64;0.8
above head;NBA;F;0;1;no;11.03;5.97
above head;NBA;F;0;1;no;2.68;5.81
other;NBA;C;0;1;no;4.55;0.69
above head;NBA;C;0;1;no;31.55;4.68
dunk;NBA;C;0;1;no;65.46;0.72
dunk;NBA;C;0;1;no;46.58;0.67
above head;NBA;C;0;1;no;22.15;1.15
hook shot;NBA;C;0;1;no;2.42;1.29
hook shot;NBA;C;0;1;no;13.6;1.16
above head;NBA;C;0;1;no;0.56;5.53
above head;NBA;C;0;1;no;12.28;5.89
above head;NBA;F;0;1;no;25.96;5.97
above head;NBA;F;0;1;no;49.88;6.62
above head;NBA;F;0;1;no;57.34;6.27
above head;NBA;F;1;0;dribble or cut;69.56;2.9
above head;NBA;F;0;1;no;41.87;7.5
above head;NBA;F;0;1;no;25.09;5.14
above head;NBA;F;0;1;no;19.37;7.38
above head;NBA;F;0;1;no;12.03;7.57
tip-in;NBA;F;0;1;no;49.58;0.71
layup;NBA;F;0;1;no;55.76;0.92
tip-in;NBA;F;0;1;no;56.77;0.85
layup;NBA;F;1;0;dribble or cut;52.25;0.76
layup;NBA;F;1;1;no;31.64;0.42
above head;NBA;F;0;1;no;38.43;5.87
above head;NBA;F;1;1;no;27.69;0.59
hook shot;NBA;F;0;0;no;62.29;1.35
above head;NBA;F;0;1;no;30.93;7.41
above head;NBA;F;0;1;no;88.45;6.97
above head;NBA;F;0;1;no;85.74;6.99
above head;NBA;F;0;1;no;85.78;7.04
other;NBA;F;0;0;drive;0;1.29
above head;NBA;F;0;1;no;87.14;7.08
above head;NBA;F;0;1;no;84.48;7.11
above head;NBA;F;0;1;no;87.99;6.92
hook shot;NBA;G;0;1;no;57.98;0.77
above head;NBA;F;0;1;no;61.05;3.23
other;NBA;C;0;0;dribble or cut;0.75;4.16
above head;NBA;G;0;1;no;16.06;7.48
above head;NBA;G;0;1;no;80.67;7.28
above head;NBA;C;0;1;no;0.78;7.96
above head;NBA;F;1;1;no;54.64;7.27
above head;NBA;G;0;1;no;8;6.25
hook shot;NBA;G;0;1;no;21.37;5.53
above head;NBA;G;1;1;no;11.85;6.89
above head;NBA;C;0;1;no;18.17;6.98
above head;NBA;C;0;1;no;21.37;5.53
other;NBA;G;0;0;no;55.12;2.26
above head;NBA;G;0;1;no;30.27;5.83
above head;NBA;G;0;1;no;1.9;6.58
above head;NBA;G;1;0;dribble or cut;9.19;1.36
above head;NBA;G;0;1;no;16.78;6.41
layup;NBA;G;0;1;no;51.86;1.11
above head;NBA;G;0;1;no;31.56;7.59
above head;NBA;G;0;1;no;4.63;4.72
above head;NBA;G;0;1;no;75.97;6
above head;NBA;G;0;1;no;41.89;7.58
above head;NBA;G;0;1;no;13.03;5.79
layup;NBA;G;1;0;dribble or cut;3.44;0.91
above head;NBA;G;0;1;no;68.44;7.26
other;NBA;G;0;0;dribble or cut;38.46;1.23
above head;NBA;G;1;1;no;64.95;7.21
above head;NBA;G;0;1;no;24.7;7.42
other;NBA;G;0;0;dribble or cut;26.81;1.57
above head;NBA;G;0;1;no;75.62;7.19
above head;NBA;G;0;1;no;52.46;5.01
above head;NBA;G;0;0;dribble or cut;19.86;0.96
other;NBA;G;0;0;drive;37.04;5.96
above head;NBA;G;1;1;no;30.5;7.51
above head;NBA;G;0;1;no;22.74;8.45
above head;NBA;G;0;1;no;5;7.49
above head;NBA;G;0;1;no;12.39;6.34
above head;NBA;G;0;1;no;79.07;7.1
above head;NBA;F;0;1;no;59.72;4.85
above head;NBA;G;0;1;no;3.46;3.61
other;NBA;G;0;0;no;51.55;0.83
above head;NBA;G;0;0;dribble or cut;1.55;2.01
above head;NBA;G;0;1;no;30.14;7.48
above head;NBA;G;1;1;no;0.84;7.41
above head;NBA;G;0;1;no;62.74;6.18
above head;NBA;G;1;1;no;65.31;5.33
above head;NBA;G;1;1;no;87.99;6.92
above head;NBA;G;0;0;dribble or cut;9.53;1.64
above head;NBA;G;0;1;no;13.07;7.94
above head;NBA;G;0;1;no;8.21;6.48
above head;NBA;G;0;1;no;88.29;4.47
other;NBA;F;0;0;drive;52.97;1.23
other;NBA;F;0;1;no;63.52;0.67
above head;NBA;F;0;1;no;30.11;6.08
layup;NBA;F;0;1;no;62.71;0.55
above head;NBA;F;0;1;no;47;5.28
other;NBA;F;0;1;no;63.6;0.55
above head;NBA;F;0;1;no;75.23;3.55
above head;NBA;F;0;1;no;83.01;4.72
above head;NBA;F;0;1;no;1.9;6.58
layup;NBA;G;1;0;dribble or cut;9.14;1.03
above head;NBA;G;0;1;no;14.6;5.83
layup;NBA;G;1;0;dribble or cut;0;0.63
dunk;NBA;G;0;1;no;46.38;0.75
layup;NBA;G;0;1;no;53.33;0.41
tip-in;NBA;G;0;1;no;60.82;0.5
above head;NBA;G;0;1;no;29.47;5.53
dunk;NBA;C;0;1;no;71.16;1.27
tip-in;NBA;C;0;1;no;0;0.57
hook shot;NBA;C;0;1;no;22.71;2.12
layup;NBA;C;0;1;no;64.87;0.96
hook shot;NBA;C;0;1;no;70.17;1.04
hook shot;NBA;C;0;1;no;27.39;2.01
hook shot;NBA;C;1;1;no;23.55;7.36
above head;NBA;F;0;1;no;12.02;2.61
above head;NBA;F;0;1;no;49.79;3.28
above head;NBA;F;0;1;no;33.39;7.42
above head;NBA;F;0;1;no;19.66;1.78
above head;NBA;F;0;1;no;28.47;7.42
above head;NBA;F;0;1;no;46.58;7.57
above head;NBA;F;0;1;no;75.89;2.81
above head;NBA;F;0;1;no;34.84;6
above head;NBA;F;0;1;no;83.68;4.71
layup;NBA;F;0;1;no;46.38;0.75
layup;NBA;F;0;1;no;63.6;0.55
above head;NBA;F;0;1;no;87.67;4.63
above head;NBA;F;0;1;no;56.77;4.16
above head;NBA;F;0;1;no;16.3;1.75
layup;NBA;F;0;1;no;34.02;1.56
above head;NBA;F;0;1;no;80.59;4.86
above head;NBA;F;0;1;no;36.85;3.54
above head;NBA;F;0;1;no;4.94;5.06
layup;NBA;F;0;0;drive;32.2;0.61
hook shot;NBA;F;0;1;no;42.2;2.19
layup;NBA;F;0;1;no;55.59;0.53
above head;NBA;F;0;1;no;0;1.62
hook shot;NBA;F;0;1;no;19.82;1.61
layup;NBA;F;0;1;no;79.88;0.5
layup;NBA;F;0;1;no;76.59;0.34
above head;NBA;F;0;1;no;72.49;1.54
tip-in;NBA;F;0;1;no;16.45;1.35
dunk;NBA;C;0;1;no;63.46;0.79
above head;NBA;C;0;1;no;65.88;7.34
above head;NBA;C;0;1;no;75.13;4.17
above head;NBA;C;0;1;no;89.74;7.08
above head;NBA;C;0;1;no;77.71;7.35
above head;NBA;C;0;1;no;88.02;7.03
above head;NBA;C;0;1;no;34.07;6.41
above head;NBA;G;0;1;no;88.49;7.13
above head;NBA;G;0;0;dribble or cut;52.92;1.77
dunk;NBA;G;0;1;no;36.37;0.92
layup;NBA;G;0;1;no;49.58;0.71
layup;NBA;G;0;0;dribble or cut;29.98;0.98
above head;NBA;G;0;1;no;44.12;5.94
above head;NBA;G;0;0;no;2.91;1.07
above head;NBA;G;0;1;no;84.92;7.1
above head;NBA;G;0;0;no;46.53;1.88
other;NBA;G;0;0;drive;28.21;3.34
layup;NBA;G;0;0;dribble or cut;7.3;0.86
above head;NBA;G;0;1;no;45.87;6.52
above head;NBA;F;0;1;no;49.19;7.62
layup;NBA;F;0;0;drive;38.43;1.58
above head;NBA;F;0;1;no;56.67;7.36
above head;NBA;F;0;1;no;42.12;7.38
above head;NBA;F;0;1;no;5.71;2.74
layup;NBA;F;0;1;no;71.86;1.49
above head;NBA;F;0;1;no;36.06;5.55
above head;NBA;F;0;1;no;71.04;7.19
above head;NBA;F;0;1;no;75.48;6.47
above head;NBA;F;0;1;no;3.39;4.6
above head;NBA;F;0;1;no;26.4;7.35
layup;NBA;F;0;0;dribble or cut;59.64;2.33
above head;NBA;G;0;1;no;34.77;7.54
above head;NBA;G;1;0;dribble or cut;4.39;2.84
other;NBA;G;0;0;dribble or cut;76.73;2.74
above head;NBA;G;0;1;no;26.59;7.42
hook shot;NBA;G;0;0;no;39.65;1.96
layup;NBA;F;0;1;no;33.59;0.69
above head;NBA;F;0;1;no;64.86;5.11
above head;NBA;F;0;1;no;81.46;2.75
above head;NBA;F;0;1;no;32.31;6.42
above head;NBA;F;0;1;no;75.83;7.3
above head;NBA;F;0;1;no;88.02;7.03
above head;NBA;F;0;1;no;83.1;7.07
above head;NBA;F;0;1;no;12.22;3.86
above head;NBA;F;1;1;no;83.37;4.49
other;NBA;F;1;0;dribble or cut;61.27;2.11
above head;NBA;G;0;1;no;37.97;6.46
layup;NBA;G;0;0;drive;16.41;0.77
above head;NBA;G;0;1;no;0.95;6.58
above head;NBA;G;0;1;no;64.29;6.4
above head;NBA;G;0;1;no;2.11;5.92
layup;NBA;G;0;1;no;34.7;0.76
other;NBA;G;0;0;dribble or cut;24.32;1.72
other;NBA;G;1;0;no;39.23;1.81
above head;NBA;G;0;1;no;60.48;3.06
above head;NBA;G;1;1;no;6.36;5.9
layup;NBA;G;0;0;drive;66.64;0.47
above head;NBA;G;1;1;no;47.57;7.3
above head;NBA;F;1;0;no;36.74;2.37
above head;NBA;F;0;1;no;14.21;5.76
above head;NBA;F;0;1;no;59.97;3.02
above head;NBA;F;1;1;no;36.3;5.98
above head;NBA;F;0;1;no;17.81;5.7
above head;NBA;F;0;1;no;69.3;3.03
other;NBA;F;0;0;no;54.28;2.68
above head;NBA;F;0;1;no;28.67;7.37
above head;NBA;F;0;1;no;88.39;7.02
layup;NBA;F;1;0;dribble or cut;28.02;2.9
above head;NBA;F;0;1;no;69.46;6.97
above head;NBA;F;0;0;no;19.26;2.48
above head;NBA;F;0;1;no;2.97;7.36
other;NBA;F;0;0;drive;37.55;3.57
above head;NBA;F;1;0;dribble or cut;0;1.84
above head;NBA;F;0;1;no;63.77;7.28
layup;NBA;F;1;0;dribble or cut;27.87;1.4
above head;NBA;G;0;1;no;41;5.72
layup;NBA;G;0;0;dribble or cut;23.23;1.1
other;NBA;G;0;0;drive;63.6;0.55
above head;NBA;G;0;1;no;12.56;6.01
layup;NBA;F;0;1;no;63.3;1.64
above head;NBA;F;0;1;no;58.58;0.26
layup;NBA;F;0;1;no;55.59;0.53
dunk;NBA;F;1;1;no;40.49;0.75
layup;NBA;G;1;1;no;52.25;0.76
above head;NBA;G;0;1;no;41.52;7.39
above head;NBA;G;1;1;no;39.13;7.42
layup;NBA;G;0;0;dribble or cut;52.25;0.76
above head;NBA;G;0;1;no;34.62;4.98
layup;NBA;G;0;0;dribble or cut;33.59;0.69
layup;NBA;G;0;0;dribble or cut;63.96;0.3
above head;NBA;G;0;1;no;38.43;6.22
above head;NBA;G;0;1;no;48.74;7.39
layup;NBA;G;1;0;dribble or cut;61.28;0.62
above head;NBA;G;0;1;no;19.23;7.44
layup;NBA;G;0;1;no;43.59;0.87
above head;NBA;F;0;1;no;87.59;7.08
above head;NBA;F;0;1;no;32.8;7.43
above head;NBA;F;0;1;no;87.82;0.6
above head;NBA;G;0;1;no;36.27;7.54
layup;NBA;G;0;0;dribble or cut;38.51;0.87
above head;NBA;G;0;1;no;51.48;6.05
layup;NBA;G;0;0;drive;17.94;1.41
above head;NBA;G;0;1;no;86.59;7.03
above head;NBA;G;1;1;no;74.66;7.17
above head;NBA;G;0;1;no;25.6;4.91
above head;NBA;G;0;1;no;19.81;7.87
above head;NBA;G;0;1;no;9.03;5.55
above head;NBA;G;0;1;no;8.73;6.1
above head;NBA;G;0;1;no;34.77;7.54
above head;NBA;G;0;0;dribble or cut;58.72;3.44
other;NBA;G;0;1;no;55.24;7.29
above head;NBA;G;0;1;no;46.67;6.14
above head;NBA;G;0;1;no;43.69;5.59
above head;NBA;G;1;1;no;77.52;7.25
above head;NBA;G;0;1;no;35.25;7.45
layup;NBA;G;1;0;dribble or cut;11.51;1.09
above head;NBA;G;0;1;no;89.29;7.02
above head;NBA;G;0;1;no;39.4;7.37
other;NBA;G;0;0;dribble or cut;51.96;2
above head;NBA;G;0;1;no;49.01;7.43
above head;NBA;G;0;1;no;60.28;7.27
hook shot;NBA;G;0;0;no;4.3;2.18
above head;NBA;G;0;1;no;2.38;7.85
above head;NBA;G;0;1;no;28.4;4.35
other;NBA;G;0;0;drive;37.8;4.35
above head;NBA;G;0;1;no;83.94;7.01
hook shot;NBA;G;0;0;no;36.8;1.82
above head;NBA;F;0;1;no;77.52;7.25
above head;NBA;F;0;1;no;84.04;7.11
other;NBA;F;0;0;no;42.79;1.68
above head;NBA;F;0;1;no;65.26;4.79
layup;NBA;F;0;1;no;5.42;0.58
layup;NBA;F;0;1;no;54.64;0.8
dunk;NBA;F;0;1;no;29.65;0.66
above head;NBA;F;0;1;no;64.61;4.04
above head;NBA;G;0;1;no;70.67;4.73
above head;NBA;G;0;1;no;66.67;7.29
above head;NBA;G;0;1;no;11.39;7.44
above head;NBA;G;0;1;no;83.99;7.06
above head;NBA;G;0;1;no;5.83;7.5
above head;NBA;G;1;1;no;28.84;7.45
above head;NBA;G;0;1;no;73.82;7.2
other;NBA;G;0;0;drive;8.41;1.86
above head;NBA;G;0;1;no;11.14;7.88
above head;NBA;F;0;1;no;72.17;5.83
above head;NBA;F;0;0;no;9.29;3.37
other;NBA;F;0;0;drive;26.64;2.31
above head;NBA;F;0;1;no;42.39;7.27
above head;NBA;F;0;1;no;48.17;7.3
above head;NBA;F;0;0;dribble or cut;54.45;1.27
above head;NBA;F;0;1;no;88.4;6.75
layup;NBA;F;0;1;no;8.51;1.47
above head;NBA;F;0;1;no;12.76;6.41
layup;NBA;F;0;1;no;76.77;1.06
above head;NBA;F;0;1;no;41.19;6.03
above head;NBA;F;0;1;no;4.69;5.99
layup;NBA;F;0;0;drive;43.36;0.71
above head;NBA;G;1;1;no;12.71;7.42
above head;NBA;G;0;1;no;46.96;7.3
above head;NBA;G;0;1;no;59.53;7.33
above head;NBA;G;0;1;no;88.86;7.13
above head;NBA;C;0;1;no;63.21;4.7
above head;NBA;C;0;1;no;15.42;6.14
dunk;NBA;C;0;1;no;60.98;1.18
above head;NBA;C;0;1;no;0;6.47
above head;NBA;C;0;1;no;8.29;6.04
above head;NBA;C;0;1;no;6.3;6.45
above head;NBA;C;0;1;no;35.56;4.02
above head;NBA;C;0;0;no;6.7;0.47
above head;NBA;C;0;1;no;16.96;5.78
above head;NBA;C;0;1;no;30.91;5.93
above head;NBA;C;0;1;no;19.62;3.24
above head;NBA;C;0;1;no;9.23;6.11
above head;NBA;C;0;1;no;29.49;2.87
above head;NBA;F;0;1;no;7.43;7.58
tip-in;NBA;F;0;1;no;7.3;0.86
above head;NBA;F;0;1;no;2.95;7.42
above head;NBA;F;1;0;dribble or cut;43.82;1.1
above head;NBA;F;0;1;no;29.62;5.29
above head;NBA;F;0;1;no;9.74;7.4
above head;NBA;F;0;1;no;17.12;5.73
above head;NBA;F;0;1;no;14.43;3.49
other;NBA;F;0;0;drive;27.44;0.71
other;NBA;F;0;0;no;68.84;1.28
above head;NBA;F;0;1;no;67.56;7.42
above head;NBA;F;0;1;no;12.3;7.41
above head;NBA;F;0;1;no;37.02;7.41
above head;NBA;F;0;1;no;19.68;5.82
above head;NBA;F;0;1;no;32.27;4.59
other;NBA;F;1;0;dribble or cut;14.38;0.88
above head;NBA;F;0;1;no;3.36;7.42
other;NBA;F;0;0;dribble or cut;17.15;1.29
above head;NBA;F;0;1;no;43.09;4.86
above head;NBA;G;0;1;no;29.11;7.72
above head;NBA;G;0;1;no;29.26;5.46
above head;NBA;G;0;1;no;47.86;5.95
above head;NBA;G;0;1;no;36.34;7.35
layup;NBA;G;0;0;drive;13.68;1.61
above head;NBA;G;0;1;no;82.03;5.33
above head;NBA;G;0;1;no;14.64;6.46
above head;NBA;G;0;1;no;47.59;6.49
above head;NBA;G;0;1;no;79.54;5.59
above head;NBA;G;0;1;no;4.65;6.05
other;NBA;G;0;0;drive;8.57;2.92
above head;NBA;G;0;1;no;62.22;7.26
other;NBA;G;1;0;dribble or cut;51.65;1.46
layup;NBA;G;0;1;no;46.38;0.75
above head;NBA;G;0;1;no;34.54;6.05
above head;NBA;G;0;1;no;14.03;7.41
above head;NBA;G;0;1;no;85.87;7.2
layup;NBA;G;0;0;dribble or cut;64.87;0.96
above head;NBA;G;0;1;no;81.47;7.21
hook shot;NBA;F;0;1;no;4.55;0.69
hook shot;NBA;F;0;1;no;6.47;0.97
above head;NBA;F;0;0;no;65.46;0.72
dunk;NBA;G;1;1;no;0;0.96
other;NBA;G;0;1;no;10.69;1.76
layup;NBA;G;0;1;no;59.45;0.7
layup;NBA;G;0;0;dribble or cut;43.36;0.71
above head;NBA;G;0;1;no;64.55;7.23
above head;NBA;G;0;1;no;28.04;7.64
above head;NBA;G;0;1;no;30.4;4.63
above head;NBA;G;0;1;no;35.57;5.99
above head;NBA;G;0;1;no;68.11;7.16
above head;NBA;G;1;1;no;53.53;1.15
layup;NBA;G;0;0;drive;67.14;0.77
other;NBA;G;0;0;dribble or cut;29.09;1.79
above head;NBA;G;0;1;no;28.55;5.92
above head;NBA;G;0;1;no;64.53;7.36
above head;NBA;G;0;1;no;76.68;7.27
above head;NBA;G;0;1;no;77.86;7.18
above head;NBA;G;0;1;no;81.34;7.1
layup;NBA;G;0;1;no;40.4;1.26
other;NBA;G;1;0;dribble or cut;0;2.78
above head;NBA;G;1;1;no;47.22;7.42
other;NBA;G;0;0;dribble or cut;2.64;1.18
above head;NBA;G;1;1;no;81.47;7.21
other;NBA;G;1;0;drive;15.02;1.05
above head;NBA;G;0;0;no;60.41;0.94
above head;NBA;G;1;1;no;30.77;7.98
layup;NBA;G;1;0;dribble or cut;49.58;0.71
above head;NBA;G;0;1;no;31.42;7.52
above head;NBA;G;0;1;no;2.51;7.47
above head;NBA;G;0;1;no;28.23;4.03
above head;NBA;G;0;1;no;46.33;7.37
above head;NBA;C;0;1;no;8.37;5.98
layup;NBA;C;0;1;no;12.46;0.76
above head;NBA;C;0;1;no;18.08;2.81
above head;NBA;C;0;1;no;85.71;5.46
above head;NBA;C;0;1;no;0.5;6.19
above head;NBA;C;0;1;no;65.65;1.79
other;NBA;C;0;1;no;56.62;1.04
above head;NBA;C;0;1;no;37.05;3.34
above head;NBA;C;0;1;no;10.39;5.74
above head;NBA;C;0;1;no;46.26;2.18
above head;NBA;C;0;1;no;78.73;3.22
above head;NBA;C;0;1;no;44.18;6.72
above head;NBA;C;0;1;no;81.5;3.14
above head;NBA;C;0;1;no;24.69;3
hook shot;NBA;C;0;0;no;3.36;2.78
above head;NBA;C;0;1;no;21.02;4.1
above head;NBA;C;0;1;no;0.57;5.48
above head;NBA;C;0;1;no;58.71;2.48
hook shot;NBA;C;0;0;no;17.36;2.74
above head;NBA;C;0;0;no;10.88;2.88
above head;NBA;C;0;1;no;67.3;4.48
above head;NBA;C;0;1;no;43.23;5.32
above head;NBA;C;0;1;no;32.55;6.17
above head;NBA;C;0;1;no;72.66;2.11
other;NBA;C;0;1;no;0;5.53
above head;NBA;C;0;1;no;55.9;2.5
above head;NBA;F;0;1;no;22.04;5.08
hook shot;NBA;F;0;1;no;5.53;1.13
above head;NBA;F;0;1;no;34.57;5.18
above head;NBA;F;0;1;no;27.65;5.75
layup;NBA;F;0;1;no;41.2;0.91
above head;NBA;F;0;1;no;57.86;1.29
above head;NBA;F;0;1;no;31.57;2.81
above head;NBA;F;0;1;no;57.51;4.45
above head;NBA;F;0;1;no;16.6;5.72
above head;NBA;F;0;1;no;1.03;6.08
above head;NBA;F;0;1;no;20.5;5.91
above head;NBA;F;0;1;no;45.28;5.59
above head;NBA;F;0;1;no;73.3;2.95
above head;NBA;F;0;1;no;16.55;4.97
above head;NBA;F;0;1;no;7.53;1.25
above head;NBA;F;0;1;no;76.25;5.66
above head;NBA;G;0;1;no;6.73;7.9
above head;NBA;G;0;1;no;66.32;7.19
hook shot;NBA;G;0;1;no;17.48;0.54
above head;NBA;G;0;1;no;14.57;2.81
layup;NBA;G;0;0;dribble or cut;36.37;0.92
above head;NBA;G;0;1;no;23.1;7.63
above head;NBA;G;0;1;no;37.95;6.11
dunk;NBA;G;0;1;no;30.57;1.5
above head;NBA;G;0;1;no;0.84;7.46
above head;NBA;G;0;1;no;83.72;3.23
other;NBA;G;0;1;no;0.94;3.33
above head;NBA;G;0;1;no;25.64;7.42
above head;NBA;G;0;1;no;43.32;7.38
above head;NBA;G;0;1;no;49.36;1.22
above head;NBA;G;0;1;no;10.36;3.33
hook shot;NBA;F;0;1;no;26.91;1.32
above head;NBA;F;0;1;no;70.96;3.11
layup;NBA;F;0;1;no;58.66;0.57
above head;NBA;F;0;1;no;62.68;2.45
above head;NBA;F;0;1;no;16.19;1.17
dunk;NBA;F;0;1;no;62.03;2.28
above head;NBA;G;0;1;no;44.15;6.25
above head;NBA;G;1;1;no;4.62;7.43
above head;NBA;G;0;1;no;62.74;2.82
above head;NBA;G;0;1;no;8.01;7.42
above head;NBA;G;0;1;no;26.89;6.02
above head;NBA;G;0;1;no;37.99;5.48
above head;NBA;G;0;1;no;89.82;7.08
above head;NBA;G;1;1;no;32.58;7.48
above head;NBA;G;0;0;no;24.16;0.93
above head;NBA;G;0;1;no;62.74;2.82
above head;NBA;G;0;0;no;23.23;1.1
layup;NBA;G;1;0;dribble or cut;54.64;0.8
above head;NBA;G;1;1;no;70.22;7.23
above head;NBA;G;0;1;no;85.84;7.15
above head;NBA;G;0;1;no;50.8;7.45
above head;NBA;G;0;1;no;33.39;7.42
above head;NBA;G;0;1;no;77.22;2.34
above head;NBA;G;1;1;no;32.47;7.6
above head;NBA;G;1;1;no;58.21;7.36
above head;NBA;G;0;1;no;87.6;7.14
above head;NBA;F;1;1;no;76.87;7.38
layup;NBA;F;0;1;no;52.4;1.03
above head;NBA;F;1;1;no;78.81;7.21
above head;NBA;F;0;1;no;30.04;5.44
above head;NBA;F;0;1;no;28.3;7.35
above head;NBA;F;0;1;no;43.35;7.53
above head;NBA;F;0;1;no;20.41;7.49
above head;NBA;F;0;1;no;28.6;7.62
above head;NBA;F;0;1;no;45.42;7.41
above head;NBA;F;0;1;no;68.48;2.16
above head;NBA;F;1;1;no;28.3;5.97
above head;NBA;F;0;1;no;44.47;5.13
above head;NBA;F;0;1;no;49.24;7.55
above head;NBA;F;0;1;no;33.16;7.46
other;NBA;F;0;1;no;50.05;1.07
above head;NBA;F;1;0;dribble or cut;66.58;1.3
above head;NBA;F;0;1;no;11.34;6.09
above head;NBA;F;0;1;no;28.27;8.16
above head;NBA;F;0;1;no;79.32;7.26
above head;NBA;F;0;1;no;57.66;5.6
layup;NBA;F;0;0;drive;58.69;0.89
above head;NBA;F;1;1;no;29.72;7.58
above head;NBA;F;0;1;no;49.1;0.79
layup;NBA;F;0;1;no;28.06;0.46
layup;NBA;F;0;1;no;50.18;0.64
above head;NBA;F;0;1;no;12.25;2.05
layup;NBA;F;0;0;dribble or cut;25.16;0.51
layup;NBA;F;1;1;no;61.28;0.62
other;NBA;F;0;0;no;16.3;1.75
above head;NBA;F;0;1;no;56.38;3.92
above head;NBA;F;0;1;no;59.97;3.02
layup;NBA;G;1;0;dribble or cut;31.21;0.74
above head;NBA;G;0;1;no;72.28;4.06
